order_id,order_date,status,customer_id,customer_name,customer_phone,customer_email,city,district,delivery_type,delivery_cost,payment_method,payment_status,payment_amount,currency,total_amount,items_json
طلب-100598,2025-02-27T12:31:00,مؤكد,عميل-598,هدى سالم,777327448,user20447@example.com,ذمار,القاهرة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,11500.0,YER,11500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":9500.0,""total"":9500.0}]"
طلب-100599,2025-02-22T07:22:00,مؤكد,عميل-599,ريم عادل,709970483,user894243@example.com,إب,حدة,سريع,5000.0,بطاقة,بانتظار الدفع,34500.0,YER,34500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10500.0,""total"":10500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":9500.0,""total"":19000.0}]"
طلب-100600,2025-02-01T07:03:00,مرتجع,عميل-600,علي حسين,712130583,user881031@example.com,الحديدة,القاهرة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,31500.0,YER,31500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":29500.0,""total"":29500.0}]"
طلب-100601,2025-03-01T15:10:00,مؤكد,عميل-601,أحمد محمد,705760060,user847461@@example.com,حجة,التحرير,سريع,5000.0,محفظة إلكترونية,تم الدفع,44000.0,YER,44000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10500.0,""total"":10500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":9500.0,""total"":28500.0}]"
طلب-100602,2025-03-01T17:33:00,مرتجع,عميل-602,سارة ياسر,710829052,user636289@example.com,إب,الحصبة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,50500.0,YER,50500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":35500.0,""total"":35500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":6500.0,""total"":13000.0}]"
طلب-100603,2025-04-16T14:15:00,مؤكد,عميل-603,أحمد محمد,777673781,user329310@example.com,المكلا,خور مكسر,عادي,2000.0,بطاقة,بانتظار الدفع,98000.0,YER,98000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":""غير معروف"",""total"":""غير معروف""},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":7000.0,""total"":14000.0}]"
طلب-100604,2025-04-12T02:10:00,قيد الشحن,عميل-604,ريم عادل,778994727,user298749@example.com,الحديدة,التحرير,سريع,5000.0,نقدًا عند التسليم,قيد الدفع,60500.0,YER,60500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":10000.0,""total"":20000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":8500.0,""total"":8500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":9000.0,""total"":27000.0}]"
طلب-100605,2025-04-18T01:32:00,مؤكد,عميل-605,فاطمة أحمد,734276329,user344137@example.com,الحديدة,كريتر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,588500.0,YER,588500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":""١٩٤٥٠٠٫٠"",""total"":583500.0}]"
طلب-100606,2025-01-14T09:06:00,ملغي,عميل-606,سارة ياسر,779645459,user135106@example.com,إب,القاهرة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,36500.0,YER,36500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":7500.0,""total"":22500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":9000.0,""total"":9000.0}]"
طلب-100607,2025-04-19T21:54:00,تم التسليم,عميل-607,يوسف طارق,12345,user902979@example.com,تعز,خور مكسر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,45500.0,YER,45500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":43500.0,""total"":43500.0}]"
طلب-100608,2025-01-02T17:42:00,قيد الشحن,عميل-608,سارة ياسر,731225004,user289107@example.com,إب,خور مكسر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,145000.0,YER,145000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":127000.0,""total"":127000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":6500.0,""total"":13000.0}]"
طلب-100609,2025-04-02T17:33:00,مرتجع,عميل-609,سارة ياسر,730191413,user129620@example.com,صنعاء,التحرير,سريع,5000.0,بطاقة,بانتظار الدفع,711500.0,YER,711500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":9000.0,""total"":18000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":229500.0,""total"":688500.0}]"
طلب-100610,2025-03-07T16:18:00,مؤكد,عميل-610,هدى سالم,12345,user659234@example.com,عمران,كريتر,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,1033000.0,YER,1033000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":174000.0,""total"":522000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":217000.0,""total"":434000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":24000.0,""total"":72000.0}]"
طلب-100611,2025-01-15T07:41:00,مؤكد,عميل-611,خالد سالم,771211996,user993605@example.com,ذمار,خور مكسر,سريع,5000.0,بطاقة,بانتظار الدفع,522000.0,YER,522000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":236000.0,""total"":472000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":11000.0,""total"":33000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":12000.0,""total"":12000.0}]"
طلب-100612,2025-02-25T08:27:00,مرتجع,عميل-612,علي حسين,779351087,user524345@example.com,الحديدة,كريتر,سريع,5000.0,محفظة إلكترونية,مدفوع,29000.0,YER,29000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":24000.0,""total"":24000.0}]"
طلب-100613,2025-04-30T19:58:00,  مرتجع  ,عميل-613,أحمد محمد,711807160,user373267@example.com,لحج,جبلة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,32500.0,YER,32500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":5000.0,""total"":5000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":4500.0,""total"":4500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":7000.0,""total"":21000.0}]"
طلب-100614,2025-02-27T16:51:00,تم التسليم,عميل-614,علي حسين,739306188,user293394@example.com,عدن,جبلة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,1077000.0,YER,1077000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":80000.0,""total"":160000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":238500.0,""total"":238500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":225500.0,""total"":676500.0}]"
  طلب-100615  ,2025-03-08T14:41:00,ملغي,عميل-615,خالد سالم,701087075,user830702@example.com,عدن,الحصبة,سريع,5000.0,بطاقة,بانتظار الدفع,381500.0,YER,381500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":6000.0,""total"":12000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":114000.0,""total"":342000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":22500.0,""total"":22500.0}]"
  طلب-100616  ,2025-03-22T04:06:00,ملغي,عميل-616,هدى سالم,772844737,user113205@example.com,لحج,جبلة,عادي,2000.0,محفظة إلكترونية,تم الدفع,991000.0,YER,991000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":33000.0,""total"":99000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":227500.0,""total"":682500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":207500.0,""total"":207500.0}]"
طلب-100617,2025-04-27T08:44:00,قيد الشحن,عميل-617,خالد سالم,736945025,user993731@example.com,ذمار,التحرير,عادي,2000.0,بطاقة,تم الدفع,119000.0,YER,119000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":12500.0,""total"":25000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":9000.0,""total"":27000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":65000.0,""total"":65000.0}]"
طلب-100618,2025-01-02T21:05:00,تم التسليم,عميل-618,يوسف طارق,714724611,user315085@example.com,صنعاء,حدة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,265000.0,YER,265000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":204000.0,""total"":204000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":11000.0,""total"":33000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11500.0,""total"":23000.0}]"
طلب-100619,2025-04-25T03:00:00,مؤكد,عميل-619,محمد علي,779302489,user931456@example.com,ذمار,كريتر,عادي,2000.0,محفظة إلكترونية,تم الدفع,126500.0,YER,126500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":5000.0,""total"":10000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":13000.0,""total"":39000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":75500.0,""total"":75500.0}]"
طلب-100620,2025-03-18T19:56:00,ملغي,عميل-620,أحمد محمد,736478879,user208239@example.com,صنعاء,حدة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,413500.00 ريال,YER,413500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":183500.0,""total"":367000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":31500.0,""total"":31500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":5000.0,""total"":10000.0}]"
طلب-100621,2025-02-19T01:31:00,قيد الانتظار,عميل-621,أحمد محمد,737980558,user918896@example.com,حجة,حدة,سريع,5000.0,بطاقة,تم الدفع,216000.0,YER,216000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":11500.0,""total"":11500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":66500.0,""total"":199500.0}]"
طلب-100622,2025-02-28T06:06:00,تم التسليم,عميل-622,أحمد محمد,737404722,user705829@@example.com,عدن,خور مكسر,سريع,5000.0,بطاقة,بانتظار الدفع,23000.0,YER,23000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":6000.0,""total"":18000.0}]"
طلب-100623,2025-01-21T05:38:00,مرتجع,عميل-623,محمد علي,776070911,user272655@example.com,تعز,كريتر,عادي,2000.0,محفظة إلكترونية,تم الدفع,21500.0,YER,21500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":""6500.0"",""total"":19500.0}]"
طلب-100624,2025-01-07T01:16:00,مؤكد,عميل-624,محمد علي,738168178,user442519@@example.com,عمران,جبلة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,17000.0,YER,17000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":7500.0,""total"":15000.0}]"
طلب-100625,2025/04/08 00:09:00,ملغي,عميل-625,علي حسين,735878517,user928495@example.com,تعز,جبلة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,650000.0,YER,650000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":117500.0,""total"":117500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":103500.0,""total"":103500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":212000.0,""total"":424000.0}]"
طلب-100626,2025-03-22T06:27:00,قيد الانتظار,عميل-626,فاطمة أحمد,737072921,user440873@example.com,حجة,شعوب,سريع,5000.0,بطاقة,بانتظار الدفع,106000.0,YER,106000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":50500.0,""total"":101000.0}]"
طلب-100627,2025-01-08T12:43:00,مرتجع,عميل-627,يوسف طارق,704535680,user935318@example.com,المكلا,كريتر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,142000.0,YER,142000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":137000.0,""total"":137000.0}]"
طلب-100628,2025-01-23T17:05:00,ملغي,عميل-628,فاطمة أحمد,772738110,user461365@example.com,حجة,خور مكسر,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,45000.0,YER,45000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":21500.0,""total"":43000.0}]"
طلب-100629,2025-03-18T21:05:00,مؤكد,عميل-629,ريم عادل,707342676,user394735@example.com,تعز,الحصبة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,440000.0,YER,440000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":190500.0,""total"":381000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":7500.0,""total"":22500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":11500.0,""total"":34500.0}]"
طلب-100630,2025-03-26T11:22:00,تم التسليم,,محمد علي,776235730,user574000@example.com,صنعاء,كريتر,عادي,2000.0,بطاقة,بانتظار الدفع,706500.0,YER,706500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":220500.0,""total"":661500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":9500.0,""total"":28500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":14500.0,""total"":14500.0}]"
طلب-100631,2025-02-09T07:45:00,تم التسليم,عميل-631,أحمد محمد,706045450,user148098@example.com,عمران,جبلة,عادي,2000.0,بطاقة,تم الدفع,1112000.0,YER,1112000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":240000.0,""total"":720000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":130000.0,""total"":390000.0}]"
طلب-100632,2025-04-14T16:33:00,مؤكد,عميل-632,ريم عادل,779506879,user94161@example.com,حجة,القاهرة,سريع,5000.0,بطاقة,تم الدفع,779500.0,YER,779500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":""3"",""unit_price"":215000.0,""total"":645000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":39500.0,""total"":118500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":5500.0,""total"":11000.0}]"
طلب-100633,2025-01-23T12:00:00,مؤكد,عميل-633,خالد سالم,709944860,user852537@example.com,عمران,القاهرة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,37000.0,YER,37000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":11000.0,""total"":22000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":13000.0,""total"":13000.0}]"
طلب-100634,2025-02-01T19:24:00,مؤكد,عميل-634,خالد سالم,770270305,user630902@example.com,لحج,جبلة,سريع,5000.0,محفظة إلكترونية,تم الدفع,41000.0,YER,41000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":8000.0,""total"":24000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":6000.0,""total"":12000.0}]"
طلب-100635,2025-01-18T05:43:00,ملغي,عميل-635,خالد سالم,776288493,user595518@example.com,ذمار,التحرير,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,852000.0,ريال يمني,852000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":143000.0,""total"":429000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":6000.0,""total"":12000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":204500.0,""total"":409000.0}]"
طلب-100636,2025-02-28T01:49:00,مؤكد,عميل-636,ريم عادل,708028321,user835547@example.com,إب,كريتر,عادي,2000.0,بطاقة,بانتظار الدفع,47000.0,YER,47000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":15000.0,""total"":45000.0}]"
طلب-100637,2025-01-03T01:03:00,مرتجع,عميل-637,سارة ياسر,717942537,user103471@example.com,الحديدة,شعوب,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,15000.0,YER,15000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10000.0,""total"":10000.0}]"
طلب-100638,2025-01-23T05:47:00,تم التسليم,عميل-638,فاطمة أحمد,708870654,user551478@example.com,عدن,القاهرة,سريع,5000.0,بطاقة,تم الدفع,812500.0,YER,812500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":209500.0,""total"":628500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":165000.0,""total"":165000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":7000.0,""total"":14000.0}]"
طلب-100639,2025-03-11T14:02:00,مؤكد,عميل-639,سارة ياسر,738861792,user461117@example.com,الحديدة,شعوب,سريع,5000.0,بطاقة,تم الدفع,217500.0,YER,217500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":212500.0,""total"":212500.0}]"
طلب-100640,2025-01-31T07:53:00,ملغي,عميل-640,خالد سالم,706366397,user650024@example.com,عدن,التحرير,سريع,5000.0,محفظة إلكترونية,تم الدفع,29500.0,YER,29500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":9000.0,""total"":18000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":6500.0,""total"":6500.0}]"
طلب-100641,2025-04-05T09:45:00,مؤكد,عميل-641,هدى سالم,706840868,user187060@example.com,عمران,جبلة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,12000.0,YER,12000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":10000.0,""total"":10000.0}]"
طلب-100642,2025-01-18T20:57:00,مؤكد,عميل-642,أروى محمد,700782549,user965005@example.com,تعز,الحصبة,عادي,2000.0,بطاقة,بانتظار الدفع,63500.0,YER,63500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":13000.0,""total"":39000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":7500.0,""total"":22500.0}]"
طلب-100643,2025-04-17T09:35:00,قيد الانتظار,عميل-643,محمد علي,773656986,user181513@example.com,لحج,خور مكسر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,24500.0,YER,24500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":""٣"",""unit_price"":6500.0,""total"":19500.0}]"
طلب-100644,2025-03-26T13:43:00,قيد الشحن,عميل-644,خالد سالم,713274078,user914017@example.com,عدن,التحرير,عادي,2000.0,بطاقة,بانتظار الدفع,100000.0,YER,100000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":5000.0,""total"":10000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":44000.0,""total"":88000.0}]"
طلب-100645,2025-03-15T18:57:00,قيد الشحن,عميل-645,فاطمة أحمد,714668715,user722720@example.com,عدن,حدة,سريع,5000.0,نقدًا عند التسليم,قيد الدفع,27500.0,YER,27500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7500.0,""total"":22500.0}]"
طلب-100646,2025-03-29T06:22:00,  قيد الانتظار  ,عميل-646,فاطمة أحمد,702939830,user399757@example.com,صنعاء,حدة,سريع,5000.0,بطاقة,تم الدفع,324500.0,YER,324500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":12000.0,""total"":36000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":139000.0,""total"":278000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":5500.0,""total"":5500.0}]"
طلب-100647,2025-02-15T12:58:00,قيد الانتظار,عميل-647,هدى سالم,708476534,user738516@example.com,الحديدة,القاهرة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,29500.0,YER,29500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":27500.0,""total"":27500.0}]"
100648,2025-01-24T23:30:00,مؤكد,عميل-648,خالد سالم,734368469,user305559@example.com,عدن,خور مكسر,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,169000.0,YER,169000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":164000.0,""total"":164000.0}]"
طلب-100649,2025-01-11T21:56:00,مؤكد,عميل-649,خالد سالم,707264379,user427843@example.com,تعز,التحرير,سريع,5000.0,بطاقة,تم الدفع,٩٥٠٠٠٫٠,YER,95000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":11000.0,""total"":33000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":13000.0,""total"":39000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":9000.0,""total"":18000.0}]"
طلب-100650,2025-04-29T16:35:00,تم التسليم,عميل-650,ريم عادل,778003700,user63984@example.com,عمران,الحصبة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,315000.0,YER,315000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":155000.0,""total"":310000.0}]"
طلب-100651,2025-01-13T01:03:00,تم التسليم,عميل-651,علي حسين,733067169,user744423@example.com,صنعاء,كريتر,سريع,5000.0,بطاقة,تم الدفع,49500.0,YER,49500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":44500.0,""total"":44500.0}]"
طلب-100652,2025-04-01T04:24:00,قيد الشحن,عميل-652,فاطمة أحمد,731858358,user718804@example.com,إب,التحرير,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,26000.0,YER,26000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7000.0,""total"":21000.0}]"
طلب-100653,2025-04-14T06:38:00,قيد الانتظار,عميل-653,يوسف طارق,719950742,user549026@example.com,عدن,حدة,عادي,2000.0,محفظة إلكترونية,تم الدفع,1068000.0,YER,1068000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":8000.0,""total"":16000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":213000.0,""total"":426000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":208000.0,""total"":624000.0}]"
طلب-100654,2025-03-09T22:31:00,قيد الانتظار,عميل-654,سارة ياسر,738647306,user747832@example.com,إب,الحصبة,عادي,2000.0,محفظة إلكترونية,تم الدفع,12000.0,YER,12000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":5000.0,""total"":10000.0}]"
طلب-100655,2025-04-18T11:27:00,تم التسليم,عميل-655,خالد سالم,709827395,user466512@example.com,الحديدة,التحرير,سريع,5000.0,بطاقة,تم الدفع,293500.0,YER,293500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":21500.0,""total"":43000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":245500.0,""total"":245500.0}]"
طلب-100656,2025-03-15T09:58:00,مؤكد,عميل-656,فاطمة أحمد,772349902,user380729@example.com,ذمار,التحرير,عادي,2000.0,بطاقة,تم الدفع,20000.0,YER,20000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":6000.0,""total"":18000.0}]"
طلب-100657,2025-01-29T13:04:00,قيد الشحن,عميل-657,خالد سالم,708331301,user817524@example.com,إب,التحرير,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,13000.0,YER,13000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":11000.0,""total"":11000.0}]"
طلب-100658,2025-02-03T11:17:00,مؤكد,عميل-658,هدى سالم,701501124,user61188@example.com,الحديدة,كريتر,عادي,2000.0,محفظة إلكترونية,تم الدفع,294500.0,YER,294500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":180000.0,""total"":180000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":9000.0,""total"":18000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":31500.0,""total"":94500.0}]"
طلب-100659,2025-01-14T12:44:00,مرتجع,عميل-659,علي حسين,733888347,user846860@example.com,حجة,القاهرة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,195500.0,YER,195500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":75000.0,""total"":150000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7500.0,""total"":22500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":10500.0,""total"":21000.0}]"
